id;aktion;stufe;fach;bereich;typ;kategorie;grund;ersatz
PX-B-054;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"w-Texte ergänzt; „Material“ bestimmt die Kapazität nicht (Verbrauchsfaktor) und der Beschäftigungsgrad bezieht sich auf die Kapazität, nicht auf eine Planbeschäftigung – korrigiert; Optionen in der Länge angeglichen (richtige Option war auffällig länger)";
PX-B-055;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"Distraktoren ohne w-Erklärung – w-Texte ergänzt; Optionen in der Länge angeglichen (richtige Option war auffällig länger)";
PX-B-056;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"w-Texte ergänzt; richtige Option zählte vier Maßnahmen auf, Distraktoren je eine (Längenhinweis) – Optionen angeglichen, Frage vereinfacht";
PX-B-094;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;Distraktoren ohne w-Erklärung – w-Texte ergänzt;
PX-B-095;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"Distraktoren ohne w-Erklärung – w-Texte ergänzt; Optionen in der Länge angeglichen (richtige Option war auffällig länger)";
PX-B-100;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;Distraktoren ohne w-Erklärung – w-Texte ergänzt;
PX-B-102;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"Distraktoren ohne w-Erklärung – w-Texte ergänzt; Optionen in der Länge angeglichen (richtige Option war auffällig länger)";
PX-B-108;korrigiert;Variation zurückgeholt;2;Betriebsorganisation;calc;;"Variation: Kapazitätsplanung mit Unterdeckung (Beschäftigungsgrad über 100 %), PX-B-139 hat freie Kapazität; Werkstattfall, Rundung und Deutung ergänzt";
PX-B-123;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"Distraktoren ohne w-Erklärung – w-Texte ergänzt; Optionen in der Länge angeglichen (richtige Option war auffällig länger)";
PX-B-147;korrigiert;Variation zurückgeholt;2;Betriebsorganisation;mc;;"Variation: Matrix im Fall erkennen und von der Spartenorganisation abgrenzen (B-OR-010/B-OR-040 fragen Merkmale); Busunternehmen als Fall, w ergänzt, Erklärung beantwortet jetzt die Frage (Geschwister B-OR-104 bleibt gelöscht)";
PX-B-201;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"w-Texte ergänzt; richtige Option war eine Aufzählung mehrerer Nachteile und deutlich länger (Längenhinweis) – angeglichen";
PX-B-202;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"w-Texte ergänzt; richtige Option deutlich länger als die Distraktoren – angeglichen";
PX-B-211;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"Erklärung enthielt fachfremden Satz zur GmbH (Aufsichtsrat); richtige Option zu lang; w-Texte ergänzt";
PX-B-226;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;Distraktoren ohne w-Erklärung – w-Texte ergänzt;
PX-B-237;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc→open;;"Distraktoren absurd (Forming/Storming, Abschreibung …), Erklärung beantwortete die Frage nicht; da es kein einheitliches Phasenmodell gibt, als offene Aufgabe mit Musterlösung gefasst";
PX-B-244;korrigiert;Themenpaket B-B;2;Betriebsorganisation;mc;;"w-Texte ergänzt; richtige Option deutlich länger (Längenhinweis) – angeglichen";
PX-Z-091;korrigiert + umsortiert;Themenpaket Z-A;2;Betriebsorganisation;mc;von Zusammenarbeit · Führungsmethoden;"fehlende Begründungen (w) für alle Distraktoren ergänzt; umsortiert nach BWL/Betriebsorganisation (Organisationskonzept)";
B-OR-601;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Matrixorganisation als offene Aufgabe – Aufbau beschreiben, Nachteile aufzeigen (P-BW-20150430 Aufg. 2; P-BW-20200506 Aufg. 2)";
B-OR-602;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Gründe und Probleme beim Wechsel zur Spartenorganisation als offene Aufgabe (P-BW-20240503 Aufg. 3; P-BW-20180504 Aufg. 3; P-BW-20161104 Aufg. 3)";
B-OR-603;neu;Themenpaket B-B;2;Betriebsorganisation;open;;Lücke: Auswirkungen von Unter- und Überorganisation als offene Aufgabe (P-BW-20141113 Aufg. 2c);
B-OR-604;neu;Themenpaket B-B;2;Betriebsorganisation;open;;Lücke: Gründe für Organisationswandel und Ansätze der Organisationsentwicklung (P-BW-20150430 Aufg. 4a/4c);
B-OR-605;neu;Themenpaket B-B;2;Betriebsorganisation;open;;Lücke: Vorgehensweise bei der Gestaltung von Aufbau- und Ablauforganisation (P-BW-20151106 Aufg. 2a);
B-OR-606;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Dokumentationsformen der Aufbau- und Ablauforganisation und ihr Informationsgehalt (P-BW-20210506 Aufg. 2b/2c; P-BW-20151106 Aufg. 2b)";
B-OR-607;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Maßnahmen zur effizienteren Gestaltung von Aufbau- und Ablauforganisation (P-BW-20201103 Aufg. 4b/4c; P-BW-20181106 Aufg. 5)";
B-OR-608;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Stellenbeschreibung (Inhalte, Vorteile für Stelleninhaber und Unternehmen) als offene Aufgabe (P-BW-20191105 Aufg. 2; P-BW-20220505 Aufg. 2; P-BW-20251106 Aufg. 3)";
B-OR-609;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Verrichtungs- und Flussprinzip (Werkstatt- vs. Reihenfertigung) als offene Aufgabe mit Transfer auf die Kfz-Werkstatt (P-BW-20201103 Aufg. 3; P-BW-20220505 Aufg. 4; P-BW-20161104 Aufg. 2)";
B-OR-610;neu;Themenpaket B-B;2;Betriebsorganisation;open;;"Lücke: Outsourcing – Gründe dafür und dagegen als offene Aufgabe im Kraftverkehrskontext (P-BW-20221104 Aufg. 4; P-OK-20250508 Aufg. 1; P-BW-20190508 Aufg. 3)";
B-OR-611;neu;Themenpaket B-B;2;Betriebsorganisation;open;;Lücke: Planungsprinzipien (Top-down, Gegenstromverfahren) als offene Aufgabe (P-BW-20221104 Aufg. 3);
B-OR-612;neu;Themenpaket B-B;2;Betriebsorganisation;calc;;"Lücke: Personalbedarf unter Berücksichtigung von Zeitgrad und Störzeiten (P-BW-20240503 Aufg. 2b; Einfluss des Zeitgrads P-BW-20150430 Aufg. 3c)";
B-OR-613;neu;Themenpaket B-B;2;Betriebsorganisation;open;;Lücke: Kapazitätsbegriff und kurz-/mittelfristige Kapazitätsanpassung, übertragen auf den Fuhrpark (P-BW-20241107 Aufg. 2);
B-OR-614;neu;Themenpaket B-B;2;Betriebsorganisation;open;;Lücke: Fertigungsverfahren (Einzel-, Serien-, Massen-, Sortenfertigung) mit Beispielen (P-BW-20180504 Aufg. 6);
B-CO-101;gelöscht;Themenpaket B-A;2;Controlling;mc;Dublette;Dublette zu B-CO-120 (Kernaufgabe des Controllings);B-CO-120
B-CO-109;gelöscht;Themenpaket B-A;2;Controlling;mc;Dublette;"Dublette zu B-CO-122 (Spitzenkennzahl des DuPont-Systems); B-CO-122 hat die klareren Optionen";B-CO-122
B-CO-110;gelöscht;Themenpaket B-A;2;Controlling;mc;Dublette;"Dublette zu B-CO-127 (Abweichungs-/Ausnahmebericht); zudem wiederholte die richtige Option den Fragetext (Hinweis im Wortlaut)";B-CO-127
B-CO-111;gelöscht;Themenpaket B-A;2;Controlling;mc;Dublette;Dublette zu B-CO-125 (vier Perspektiven der Balanced Scorecard);B-CO-125
B-CO-119;gelöscht;Themenpaket B-A;2;Controlling;calc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Cashflow-Umsatz-Rate ist Randwissen der Bilanzanalyse und kommt in BW-/OK-Prüfungen nicht vor;
B-CO-124;gelöscht;Themenpaket B-A;2;Controlling;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Zero-Base-Budgeting ist Randwissen und kommt in BW-/OK-Prüfungen nicht vor;
B-CO-126;gelöscht;Querschnitt;2;Controlling;mc;Dublette;"Dublette zu B-MW-107 (MC „A-Güter: hoher Wert-, geringer Mengenanteil“; nach Umsortierung beide in Materialwirtschaft); B-MW-107 hat die besseren Distraktoren (XYZ-Abgrenzung); Folge für die Disposition und Werkstattbeispiel übernommen";B-MW-107
B-CO-128;gelöscht;Querschnitt;2;Controlling;mc;Dublette;"Dublette zu B-QM-125 (MC „Was versteht man unter Benchmarking?“ zweimal, gleiche Lösung: systematischer Vergleich mit dem Klassenbesten); B-QM-125 hat die plausibleren Distraktoren (Endkontrolle, Pareto, FMEA statt fachfremder Rechnungswesen-Begriffe); Formen und Controlling-Bezug aus B-CO-128 übernommen";B-QM-125
B-CO-129;gelöscht;Themenpaket B-A;2;Controlling;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Frühwarnsysteme sind Randwissen des strategischen Controllings ohne Bezug zu BW-/OK-Prüfungen;
B-CO-102;korrigiert;Themenpaket B-A / Querschnitt;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt | Schwacher Distraktor („Eigenkapital je Euro Umsatz“, w nur „keine Rentabilitätskennzahl“) durch die typische Verwechslung mit der Gesamtkapitalrentabilität aus der gelöschten Dublette B-RW-027 ersetzt; Erklärung mit Beispiel ergänzt";
B-CO-103;korrigiert;Themenpaket B-A;2;Controlling;mc;;Distraktoren ohne „w“ ergänzt;
B-CO-104;korrigiert;Themenpaket B-A;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; Erklärung verwies auf „Aussage 0“ (Optionen werden gemischt) – neu formuliert";
B-CO-105;korrigiert;Themenpaket B-A;2;Controlling;mc;;Distraktoren ohne „w“ ergänzt;
B-CO-106;korrigiert;Themenpaket B-A;2;Controlling;mc;;Distraktoren ohne „w“ ergänzt;
B-CO-107;korrigiert;Themenpaket B-A / Querschnitt;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt | Schwacher Distraktor mit Signalwort „ausschließlich“ durch den Distraktor „Fortschreibung der Vorjahreswerte“ aus der gelöschten Dublette B-RW-037 ersetzt; Abweichungsanalyse/Regelkreis in der Erklärung ergänzt";
B-CO-108;korrigiert;Themenpaket B-A;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; Kraftverkehrsbeispiel in der Erklärung ergänzt";
B-CO-116;korrigiert;Themenpaket B-A;2;Controlling;calc;;"HTML-Entity „&gt;“ in der Erklärung durch Text ersetzt (wird in der App nicht überall umgesetzt)";
B-CO-120;korrigiert;Themenpaket B-A / Querschnitt;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt | Distraktoren aus der gelöschten Dublette B-RW-035 übernommen: „alleinige Überwachung“ (Signalwort) ersetzt, Verwechslung mit Revision/Abschlussprüfung statt HGB-Aufstellung; „To control“ in der Erklärung";
B-CO-121;korrigiert;Themenpaket B-A;2;Controlling;mc;;Distraktoren ohne „w“ ergänzt;
B-CO-122;korrigiert;Themenpaket B-A;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; Optionen gleichartig gestaltet";
B-CO-123;korrigiert;Themenpaket B-A;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; „EUR“ durch „€“ ersetzt";
B-CO-125;korrigiert;Themenpaket B-A;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; Optionslängen angeglichen";
B-CO-127;korrigiert;Themenpaket B-A;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; Optionslängen angeglichen, Praxisbeispiel ergänzt";
B-CO-132;korrigiert;Themenpaket B-A;2;Controlling;calc;;"HTML-Entity „&gt;“ in der Erklärung durch Text ersetzt";
B-CO-136;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation: Break-even-Menge mit anderen Zahlen (Ersatz PX-B-071 gibt Kostenfunktionen vor); als Speditionsfall formuliert, Rundung ergänzt";
B-CO-137;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation statt Dublette: Original rechnete mit denselben Zahlen wie B-CO-112; neu rückwärts gerechnet (gesucht: erforderliche Umsatzrendite bei Ziel-ROI), andere Zahlen, Rundung ergänzt";
B-CO-138;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation: Soll-Ist-Vergleich mit Kostenunterschreitung (günstige Abweichung), B-CO-118 zeigt eine Überschreitung; Zahlen geändert, Rundung und Deutung ergänzt";
B-CO-139;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation: Cashflow mit Verminderung der Rückstellungen (Abzug), B-CO-117 hat nur Zurechnungen; Vorzeichenlogik erklärt, Rundungsvorgabe ergänzt";
B-CO-140;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation: Wirtschaftlichkeit unter 1 (unwirtschaftlich) im Fahrzeugfall wie in der OK-Prüfung; die vorhandenen Aufgaben liegen alle über 1; Zahlen geändert, Rundung und Bewertung ergänzt";
B-CO-143;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation: Kapazitätsauslastung rückwärts gerechnet (gesucht: zusätzliche Stunden für eine Zielauslastung), die vorhandenen Aufgaben rechnen nur vorwärts; Werkstattfall, Umlaute und Rundung ergänzt";
B-FI-134;korrigiert + umsortiert;Variation zurückgeholt;2;Controlling;calc;von BWL · Finanzierung;"Variation: Eigenkapitalrentabilität rückwärts (gesucht: Mindestgewinn), B-CO-113 rechnet vorwärts; Ersatzschreibungen behoben, zu Controlling umsortiert wie B-CO-113";
PX-B-015;korrigiert;Themenpaket B-A;2;Controlling;calc;;"Wie in der Prüfung um die Zielvorgabe ergänzt (Abweichung in Prozentpunkten); reine Auslastungsrechnung war vorlagengleich mit B-CO-134";
PX-B-084;korrigiert;Themenpaket B-A / Optionslängen;2;Controlling;mc;;"Distraktoren ohne „w“ ergänzt; Erklärung verwies auf nicht genannte Daten (203.700 €, 39,90 €) | Distraktoren wie die richtige Option mit Begründung versehen; alle Optionen gleich gebaut";
PX-B-232;korrigiert;Variation zurückgeholt;2;Controlling;calc;;"Variation: Break-even-Beschäftigungsgrad mit anderen Zahlen; Ausgangsgrad von 72 % auf 60 % geändert, damit das Ergebnis nicht wie bei PX-B-180 wieder 80 % lautet; Rundung und Verlustdeutung ergänzt";
B-CO-601;neu;Themenpaket B-A;2;Controlling;open;;Lücke: Vorschläge zur Verbesserung der Fahrzeugwirtschaftlichkeit (P-OK-20251112 Aufg. 2c);
B-CO-602;neu;Themenpaket B-A;2;Controlling;calc;;Lücke: Kennzahlensystem Fuhrpark – Kosten je Auftrag gegenüber Zielvorgabe (P-OK-20231121 Aufg. 4a);
B-CO-603;neu;Themenpaket B-A;2;Controlling;calc;;Lücke: Kennzahl Schadenshäufigkeit mit Abweichung von der Zielvorgabe (P-OK-20231121 Aufg. 4c);
B-CO-604;neu;Themenpaket B-A;2;Controlling;open;;Lücke: Maßnahmen zur Erfüllung von Kennzahl-Zielvorgaben (P-OK-20231121 Aufg. 4b, 4d);
B-FI-122;gelöscht;Themenpaket B-A;2;Finanzierung;mc;Dublette;"Dublette zu B-FI-101 (Zuordnung zur Innenfinanzierung); zudem Ersatzschreibungen";B-FI-101
B-FI-123;gelöscht;Themenpaket B-A;2;Finanzierung;mc;Dublette;"Dublette zu B-FI-103 (Unterscheidung Eigen-/Fremdkapital aus der Gegenperspektive); zudem Ersatzschreibungen";B-FI-103
B-FI-125;gelöscht;Themenpaket B-A;2;Finanzierung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Leverage-Effekt ist Randwissen der Finanzierungstheorie ohne Bezug zu BW-/OK-Prüfungen;
B-FI-127;gelöscht;Themenpaket B-A;2;Finanzierung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: dynamische Investitionsrechnung (Kapitalwertmethode) wird in BW-/OK-Prüfungen nicht verlangt; dort nur Kostenvergleich";
B-FI-128;gelöscht;Themenpaket B-A;2;Finanzierung;mc;Dublette;Dublette zu B-FI-111 (identische Zahlen 120.000 € / 30.000 € → 4 Jahre);B-FI-111
B-FI-129;gelöscht;Themenpaket B-A;2;Finanzierung;mc;Dublette;Dublette zu B-FI-104 (Merkmale des Kontokorrentkredits);B-FI-104
B-FI-130;gelöscht;Themenpaket B-A;2;Finanzierung;calc;Rechenvorlage mehrfach;"Nicht prüfungsrelevant und vorlagengleich: Zinsen einer Geldanlage (Tageszinsformel) – Zinsrechnung bereits mit B-FI-120 und B-FI-121 geübt; zudem Ersatzschreibungen";B-FI-121
B-FI-132;gelöscht;Themenpaket B-A;2;Finanzierung;calc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Näherungsformel für den Effektivzins eines Ratenkredits ist Randwissen (Verbraucherkredit);
B-FI-133;gelöscht;Themenpaket B-A;2;Finanzierung;calc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Kapitalwertberechnung (dynamische Investitionsrechnung) kommt in BW-/OK-Prüfungen nicht vor;
B-FI-140;gelöscht;Themenpaket B-A;2;Finanzierung;calc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Kapitalbedarfsrechnung für das Umlaufvermögen kommt in BW-/OK-Prüfungen nicht vor; zudem Ersatzschreibungen";
B-FI-143;gelöscht;Themenpaket B-A;2;Finanzierung;calc;nicht prüfungsrelevant / überholt;"Fachlich unsauber (Beleihungswert ≠ Verkehrswert × Beleihungsauslauf; gemeint ist die Beleihungsgrenze) und nicht prüfungsrelevant";
B-CO-142;korrigiert + umsortiert;Variation zurückgeholt;2;Finanzierung;calc;von BWL · Controlling;"Variation: Amortisationsrechnung rückwärts (gesucht: höchstens zulässiger Kapitaleinsatz); vorhandene Aufgaben ergeben schon zweimal 4 Jahre vorwärts; zur Investitionsrechnung (Finanzierung) umsortiert wie Ersatz B-FI-115";
B-FI-101;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;"Distraktoren ohne „w“ ergänzt; Hinweis im Wortlaut der richtigen Option („aus dem betrieblichen Umsatzprozess“) entfernt – Beispiel Selbstfinanzierung";
B-FI-102;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;"Distraktoren ohne „w“ ergänzt; Optionslängen angeglichen";
B-FI-103;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;Distraktoren ohne „w“ ergänzt;
B-FI-104;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;Distraktoren ohne „w“ ergänzt;
B-FI-105;korrigiert;Themenpaket B-A / Querschnitt;2;Finanzierung;mc;;"Distraktoren ohne „w“ ergänzt; Anführungszeichen vereinheitlicht | Doppelter „zinslos/günstig“-Distraktor (mit Signalwort „stets“) durch den Distraktor „Verzugszinsen“ aus der gelöschten Dublette B-RW-017 ersetzt; Erklärung ergänzt";
B-FI-106;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;"Distraktoren ohne „w“ ergänzt; Optionslängen angeglichen";
B-FI-107;korrigiert;Variation zurückgeholt;2;Finanzierung;mc;;"Anderer Teilaspekt: Liquiditätssicherung über Forderungsverkauf (B-FI-126 fragt den Kontokorrentkredit bei Unterdeckung); als Fall formuliert, Distraktoren neu und von B-FI-126 verschieden, w ergänzt";
B-FI-108;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;Distraktoren ohne „w“ ergänzt;
B-FI-109;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;Distraktoren ohne „w“ ergänzt;
B-FI-110;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;Distraktoren ohne „w“ ergänzt;
B-FI-111;korrigiert;Themenpaket B-A / Zusammenführung;2;Finanzierung;mc;;"Distraktoren ohne „w“ ergänzt; „EUR“ durch „€“ ersetzt | Erklärung um die Risikoaussage der Amortisationsrechnung ergänzt (kürzere Amortisationszeit = geringeres Risiko), aus der Dublettenfassung";
B-FI-112;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;Distraktoren ohne „w“ ergänzt;
B-FI-113;korrigiert;Themenpaket B-A / Querschnitt;2;Finanzierung;mc;;"Fachlich unklar: „im engeren Sinne“ widersprach der Erklärung (dort Eigenkapital, in der Option langfristiges Kapital); als praxisnahe Fristenkongruenz-Frage im Fuhrpark neu gefasst, „w“ ergänzt | Distraktor mit Signalwort „stets“ durch die 1:1-Regel aus der gelöschten Dublette B-RW-020 ersetzt";
B-FI-118;korrigiert;Dubletten;2;Finanzierung;calc;;"Formel aus dem Fragetext genommen (steht im Rechenweg und wird in B-CO-106 abgefragt) – prüfungsnah „Berechnen Sie …“; Kraftverkehrsbezug";
B-FI-124;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;"Ersatzschreibungen (ae/oe/ue) korrigiert; „w“ ergänzt; Optionslängen angeglichen; Fuhrparkbezug";
B-FI-126;korrigiert;Themenpaket B-A;2;Finanzierung;mc;;"Ersatzschreibungen (ae/oe/ue/ss) korrigiert; „w“ ergänzt";
B-FI-131;korrigiert;Themenpaket B-A / Zusammenführung;2;Finanzierung;calc;;Ersatzschreibungen (ae/oe/ue) und „EUR“ korrigiert, Erklärung ergänzt | Aufteilung der ersten Annuität in Zins (4.800 €) und Tilgung (3.600 €) aus der Dublettenfassung ergänzt;
B-FI-135;korrigiert;Themenpaket B-A;2;Finanzierung;calc;;"Ersatzschreibungen korrigiert; Rechenweg (Näherung) eindeutig benannt und genauer Wert ergänzt";
B-FI-136;korrigiert;Variation zurückgeholt;2;Finanzierung;calc;;"Variation: Skonto-Jahreszins mit anderer Frist (20 statt 30 Kredittage); „effektiver Jahreszins“ durch „überschlägig“ ersetzt, genauer Wert in e; Rundungsvorgabe";
B-FI-137;korrigiert;Variation zurückgeholt;2;Finanzierung;calc;;"Variation: Leasing-Gesamtkosten mit anderen Zahlen; Fahrzeug realistisch gewählt (Kleintransporter), Umlaute, Rundungsvorgabe";
B-FI-138;korrigiert;Variation zurückgeholt;2;Finanzierung;calc;;"Variation: Annuitätendarlehen mit anderen Zahlen, gesucht jetzt der Tilgungsanteil im 2. Jahr (B-FI-131 fragt nur die Annuität); Umlaute, Rundungsvorgabe";
B-FI-139;korrigiert;Variation zurückgeholt;2;Finanzierung;calc;;"Variation: Zinsrechnung über mehrere Jahre (endfälliges Darlehen) – B-FI-120/B-FI-121 rechnen mit Monaten bzw. Tagen; Umlaute, Rundungsvorgabe";
B-FI-141;korrigiert;Variation zurückgeholt;2;Finanzierung;calc;;"Variation: Liquidität 2. Grades mit anderen Zahlen; Vorräte als Abgrenzung zum 3. Grad ergänzt; Umlaute, Rundungsvorgabe";
B-FI-142;korrigiert;Variation zurückgeholt;2;Finanzierung;calc;;"Variation abgewandelt: Tageszinsrechnung rückwärts (Zinssatz gesucht) statt einer fast gleichen Geldanlage wie B-RW-914; Kontext Kontokorrentkredit; gleichwertiges Geschwister B-FI-130 bleibt gelöscht";
B-RW-013;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Thema Finanzierung – umsortiert";
B-RW-014;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Thema Finanzierung – umsortiert";
B-RW-015;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; mit Fuhrparkbezug als Anwendungsfall formuliert; Thema Finanzierung – umsortiert";
B-RW-018;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Thema Finanzierung – umsortiert";
B-RW-019;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Thema Finanzierung – umsortiert";
B-RW-021;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Investitionsrechnung gehört zu Finanzierung – umsortiert";
B-RW-022;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Investitionsrechnung gehört zu Finanzierung – umsortiert";
B-RW-023;korrigiert + umsortiert;Variation zurückgeholt;2;Finanzierung;mc;von BWL · Rechnungswesen;"Variation: Rückwärtsrechnung – gesucht ist der erforderliche Rückfluss bei vorgegebener Amortisationszeit; Distraktoren mit typischen Fehlern und w; wie der Ersatz B-RW-041 nach Finanzierung einsortiert";
B-RW-024;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;mc;von BWL · Rechnungswesen;"Distraktoren ohne Begründung (w) – ergänzt; Investitionsrechnung gehört zu Finanzierung – umsortiert";
B-RW-039;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;open;von BWL · Rechnungswesen;"Musterlösung als Fließtext statt Stichpunkte; Operator mit Anzahl der Merkmale präzisiert; Thema Finanzierung – umsortiert";
B-RW-041;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;open;von BWL · Rechnungswesen;"Kapitalbezug der Rentabilität war offen (gesamter vs. durchschnittlicher Kapitaleinsatz); Musterlösung als Fließtext; Investitionsrechnung gehört zu Finanzierung – umsortiert";
B-RW-906;korrigiert + umsortiert;Variation zurückgeholt;2;Finanzierung;calc;von BWL · Rechnungswesen;"Variation: Rückwärtsrechnung (Zinssatz gesucht) statt einer weiteren Tageszinsrechnung mit 4 % und 90 Tagen; Rundungsvorgabe; wie der Ersatz B-RW-914 nach Finanzierung einsortiert";
B-RW-914;korrigiert + umsortiert;Themenpaket B-C;2;Finanzierung;calc;von BWL · Rechnungswesen;"Zinsrechnung gehört zu Finanzierung – umsortiert; Schreibweise „p. a.“ vereinheitlicht";
B-KR-036;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;Dublette;Dublette zu B-KR-104 (Unterschied Voll-/Teilkostenrechnung, gleiche Fragestellung);B-KR-104
B-KR-039;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;Dublette;Dublette zu B-KR-105 (Formel Stückdeckungsbeitrag);B-KR-105
B-KR-047;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;Dublette;Dublette: kurzfristige Preisuntergrenze wird in PX-B-085 (MC kurz-/langfristig) und B-KR-061 (offen) vollständig abgefragt;PX-B-085
B-KR-054;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Handelskalkulation (Handelsspanne, Kalkulationszuschlag, Handlungskosten) kommt in den BW- und OK-Prüfungen nicht vor; dort wird Industrie-/Transportkalkulation verlangt";
B-KR-055;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Handelskalkulation (Handelsspanne, Kalkulationszuschlag, Handlungskosten) kommt in den BW- und OK-Prüfungen nicht vor; dort wird Industrie-/Transportkalkulation verlangt";
B-KR-056;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Handelskalkulation (Handelsspanne, Kalkulationszuschlag, Handlungskosten) kommt in den BW- und OK-Prüfungen nicht vor; dort wird Industrie-/Transportkalkulation verlangt";
B-KR-057;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Handelskalkulation mit Einstandspreis und Handlungskostenzuschlag; das prüfungsrelevante Schema Selbstkosten → Barverkaufspreis deckt B-KR-026 ab";B-KR-026
B-KR-058;gelöscht;Themenpaket B-A;2;Kostenrechnung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Handelskalkulation (Handelsspanne, Kalkulationszuschlag, Handlungskosten) kommt in den BW- und OK-Prüfungen nicht vor; dort wird Industrie-/Transportkalkulation verlangt";
